#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-04-07T09:42:08 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-04-07T09:42:09	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-order=I&-out.src=J/MNRAS/483/5554/catalog&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/MNRAS/483/5554/catalog&-out=SrcID&-out=IAUName&-out=OBS-ID&-out=MJD-Start&-out=RAJ2000&-out=DEJ2000&-out=CREP8&-out=EPHR1&-out=EPHR2&-out=EPHR3&-out=EPHR4&-out=NameRC3&-out=RV&-out=BTmag&-out=T&-out=FIRmag&-out=H21mag&-out=HI&-out=NameNED&-out=zNED&-out=DistBest&-out=EP8L&-out=IN-W11&-out=IS-COM39&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_74835554
#Name: J/MNRAS/483/5554
#Title: Non-nuclear X-ray sources in nearby galaxies (Earnshaw+, 2019)
#INFO	ivoid=ivo://cds.vizier/j/mnras/483/5554	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/483/5554	    IVOID of underlying data collection
#INFO	creator=Earnshaw H.P.	    First author or institution
#INFO	cites=bibcode:2019MNRAS.483.5554E	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2019	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/483/5554	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.74835554	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-08-19	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_483_5554_catalog:
#Name: J/MNRAS/483/5554/catalog
#Title: Extragalactic X-ray source catalogue
#Column	SrcID	(I6)	3XMM Source ID (SRCID)	[ucd=meta.id;meta.main]
#Column	IAUName	(A21)	3XMM IAU Name (IAUNAME)	[ucd=meta.id]
#Column	OBS-ID	(A10)	3XMM observation identification (OBS_ID)	[ucd=meta.id;obs.param;obs]
#Column	MJD-Start	(F10.4)	3XMM MJD date of start of observation (MJD_START)	[ucd=time.epoch]
#Column	RAJ2000	(F9.5)	3XMM corrected detection Right Ascension (J2000) (RA)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	3XMM corrected detection Declination (J2000) (DEC)	[ucd=pos.eq.dec;meta.main]
#Column	CREP8	(F9.6)	3XMM mean 0.2-12keV count rate (EP_8_RATE)	[ucd=phot.count;em.X-ray]
#Column	EPHR1	(F9.6)	? 3XMM mean hardness ratio, bands 1 and 2 (EP_HR1)	[ucd=phot.flux;stat.mean]
#Column	EPHR2	(F9.6)	? 3XMM mean hardness ratio, bands 2 and 3 (EP_HR2)	[ucd=phot.flux;stat.mean]
#Column	EPHR3	(F9.6)	? 3XMM mean hardness ratio, bands 3 and 4 (EP_HR3)	[ucd=phot.flux;stat.mean]
#Column	EPHR4	(F9.6)	? 3XMM mean hardness ratio, bands 4 and 5 (EP_HR4)	[ucd=phot.flux;stat.mean]
#Column	NameRC3	(a11)	RC3/LV host galaxy name (NAME)	[ucd=meta.id]
#Column	RV	(I5)	RC3 mean radial velocity (RADIAL_VELOCITY)	[ucd=phys.veloc;pos.heliocentric]
#Column	BTmag	(F9.6)	? RC3 total magnitude in B system (BT_MAG)	[ucd=phot.mag;em.opt.B]
#Column	T	(F10.6)	RC3/LV mean numerical Hubble stage (HUBBLE_STAGE)	[ucd=src.morph.type;stat.mean]
#Column	FIRmag	(F9.6)	? RC3 far infrared magnitude from IRAS (FAR_IR_MAG)	[ucd=phot.mag;em.IR]
#Column	H21mag	(F9.6)	? RC3 HI 21-cm emission-line magnitude (H_21CM_MAG)	[ucd=phot.mag;em.radio.750-1500MHz]
#Column	HI	(F9.6)	? RC3 corrected neutral hydrogen index (H_INDEX_CORR)	[ucd=phot.color]
#Column	NameNED	(a24)	NED galaxy name (NAME_NED)	[ucd=meta.id]
#Column	zNED	(F9.6)	? NED redshift (REDSHIFT_NED)	[ucd=src.redshift;pos.heliocentric]
#Column	DistBest	(F10.6)	Best distance measurement out of Dist, DistNED, DistNBG and DistNEDD (DISTANCE_BEST) (1)	[ucd=pos.angDistance]
#Column	EP8L	(D21.14)	Detection luminosity calculated from FluxEP8 and DistBest (EP_8_LUMINOSITY)	[ucd=phys.luminosity;em.X-ray]
#Column	IN-W11	(I1)	Flag true if source in Walton et al. 2011 (Cat. J/MNRAS/416/1844) (IN_W11)	[ucd=meta.code]
#Column	IS-COM39	(I1)	Flag true if source in subsample complete to 10^39^erg/s (IS_COMPLETE_39)	[ucd=meta.code]
SrcID	IAUName	OBS-ID	MJD-Start	RAJ2000	DEJ2000	CREP8	EPHR1	EPHR2	EPHR3	EPHR4	NameRC3	RV	BTmag	T	FIRmag	H21mag	HI	NameNED	zNED	DistBest	EP8L	IN-W11	IS-COM39
132192	3XMM J005456.8-374338	0112800101	51910.5979	013.73706	-37.72729	 0.002159	 0.054849	-0.037564	-0.106341	-0.117616	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 2.62574397506018e+36	0	1
  7993	3XMM J005457.1-374311	0305860301	53699.3220	013.73851	-37.71982	 0.005401	 0.669125	 0.329782	-0.489186	-0.282226	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 4.78361590408262e+36	0	1
  7993	3XMM J005457.1-374311	0305860401	53512.2173	013.73860	-37.72004	 0.002689	 0.886273	-0.105009	-0.049283	-0.491956	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 2.17482646113986e+36	0	1
  7993	3XMM J005457.1-374311	0112800101	51910.5979	013.73829	-37.71989	 0.007356	 0.662366	 0.305869	-0.148246	-0.517674	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 7.49630000039703e+36	0	1
  7993	3XMM J005457.1-374311	0112800201	51904.8153	013.73817	-37.72002	 0.008363	 0.675142	 0.228830	-0.300629	-0.508864	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 7.48607054370612e+36	0	1
132177	3XMM J005458.9-373622	0305860401	53512.2173	013.74562	-37.60612	 0.001666	 0.383077	-0.559695	-1.000000	 1.000000	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 1.03637235353014e+36	0	1
 24114	3XMM J005459.0-374751	0112800101	51910.5979	013.74605	-37.79782	 0.002860	-0.428291	 0.882346	 0.305640	-0.329652	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 5.33034308396472e+36	0	1
 24114	3XMM J005459.0-374751	0112800201	51904.8153	013.74503	-37.79721	 0.002359	-1.000000	 1.000000	 0.052259	-0.441454	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 3.12495442035821e+36	0	1
 46892	3XMM J005500.9-373947	0305860301	53699.3220	013.75360	-37.66293	 0.004508	-0.150284	 0.242879	-0.602470	-0.011672	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 1.87972119048433e+36	0	1
 46892	3XMM J005500.9-373947	0656780401	55344.6165	013.75385	-37.66351	 0.005850	-0.320632	 0.625999	-0.273594	-0.765812	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 4.05567365950647e+36	0	1
 27007	3XMM J005501.0-373435	0305860301	53699.3220	013.75473	-37.57731	 0.002141	 0.266076	-0.889457	-0.169340	 0.723053	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 2.92085817625410e+36	0	1
 27007	3XMM J005501.0-373435	0305860401	53512.2173	013.75465	-37.57546	 0.001830	 0.227316	 0.174997	-0.301754	-1.000000	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 8.55807888057980e+35	0	1
 50907	3XMM J005501.3-373917	0305860301	53699.3220	013.75607	-37.65504	 0.001843	 0.734698	-0.578286	-0.424832	-0.612395	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 9.67526738117552e+35	0	1
 50907	3XMM J005501.3-373917	0305860401	53512.2173	013.75530	-37.65452	 0.002596	 0.393149	-0.236745	-0.939480	-0.881710	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 1.19333321604035e+36	0	1
 24423	3XMM J005503.1-374538	0305860301	53699.3220	013.76307	-37.76121	 0.003920	 0.523574	 0.024441	 0.095386	 0.237356	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 6.11512497516409e+36	0	1
 24423	3XMM J005503.1-374538	0112800101	51910.5979	013.76282	-37.76016	 0.001773	-0.018136	 0.251884	-0.189398	-0.367953	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 1.83027070932281e+36	0	1
 21180	3XMM J005503.5-373740	0112800101	51910.5979	013.76508	-37.62800	 0.004133	 0.329898	-0.173843	-0.278945	 0.368394	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 5.80649734930263e+36	0	1
 21180	3XMM J005503.5-373740	0112800201	51904.8153	013.76460	-37.62795	 0.003558	 0.227544	 0.009479	 0.145745	-0.957315	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 3.08296967927477e+36	0	1
 21180	3XMM J005503.5-373740	0656780401	55344.6165	013.76392	-37.62817	 0.005695	 0.377627	-0.375286	 0.009668	-1.000000	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 3.86858610078446e+36	0	1
132071	3XMM J005504.8-374143	0656780401	55344.6165	013.77006	-37.69551	 0.124186	 0.576074	 0.157704	 0.087021	 0.210758	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 2.91715679111316e+38	0	1
 14519	3XMM J005505.7-374119	0305860301	53699.3220	013.77379	-37.68872	 0.004425	 0.419437	-0.781575	 0.069998	-0.524186	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 2.54373047081097e+36	0	1
 14519	3XMM J005505.7-374119	0112800101	51910.5979	013.77235	-37.68893	 0.003459	 0.727473	-0.769223	-0.964465	 0.493052	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 1.80503414791667e+36	0	1
 14519	3XMM J005505.7-374119	0112800201	51904.8153	013.77476	-37.68846	 0.005973	 0.461210	-0.947283	-1.000000	         	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 2.18884683636931e+36	0	1
132055	3XMM J005506.1-373754	0305860301	53699.3220	013.77558	-37.63176	 0.002011	 0.367361	 0.290560	-0.227823	-0.167587	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 1.73998866659819e+36	0	1
132049	3XMM J005506.4-374711	0305860301	53699.3220	013.77678	-37.78648	 0.007269	 0.874356	 0.247282	-0.041271	 0.161093	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 1.22568545942103e+37	0	1
132106	3XMM J005507.5-374515	0112800201	51904.8153	013.78142	-37.75417	 0.002321	 0.960897	 0.088765	-0.330124	-0.093428	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 2.70671659655896e+36	0	1
  7609	3XMM J005507.6-374419	0305860301	53699.3220	013.78228	-37.73906	 0.006383	 0.449066	 0.710828	-0.293263	-0.800155	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 5.46812419020809e+36	0	1
  7609	3XMM J005507.6-374419	0305860401	53512.2173	013.78200	-37.73860	 0.009029	 0.662063	 0.763659	-0.113221	-0.575600	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 1.17424305017454e+37	0	1
  7609	3XMM J005507.6-374419	0112800101	51910.5979	013.78193	-37.73897	 0.006294	 0.510619	 0.616805	-0.069436	-0.389409	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 6.28565759585851e+36	0	1
  7609	3XMM J005507.6-374419	0112800201	51904.8153	013.78215	-37.73886	 0.006036	 0.422864	 0.568849	-0.332654	-0.848714	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 4.58176749549105e+36	0	1
 42408	3XMM J005508.3-374359	0305860301	53699.3220	013.78482	-37.73312	 0.002352	 0.174005	 0.499372	-0.240759	-0.795159	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 1.92545219741439e+36	0	1
132114	3XMM J005509.1-374636	0656780401	55344.6165	013.78811	-37.77689	 0.011544	 0.191716	 0.867564	-0.020662	-0.048472	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 1.49221163916337e+37	0	1
  7023	3XMM J005510.0-374212	0305860301	53699.3220	013.79179	-37.70342	 0.462387	 0.286318	-0.122252	-0.515081	-0.726921	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 2.65161769807812e+38	0	1
  7023	3XMM J005510.0-374212	0305860401	53512.2173	013.79178	-37.70341	 0.372154	 0.280077	-0.152355	-0.444306	-0.701069	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 2.35130377261469e+38	0	1
  7023	3XMM J005510.0-374212	0112800101	51910.5979	013.79174	-37.70340	 0.414048	 0.280484	-0.129705	-0.499697	-0.684768	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 2.46979260540805e+38	0	1
  7023	3XMM J005510.0-374212	0112800201	51904.8153	013.79179	-37.70333	 0.188396	 0.153539	-0.229989	-0.377912	-0.625618	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 1.20765419319183e+38	0	1
  7023	3XMM J005510.0-374212	0656780401	55344.6165	013.79143	-37.70328	 0.393562	 0.251336	-0.158551	-0.496024	-0.796955	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 2.23513423484188e+38	0	1
  7061	3XMM J005510.8-374834	0305860301	53699.3220	013.79534	-37.80968	 0.089474	 0.486381	-0.217100	-0.522013	-0.488667	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 5.72659259218091e+37	0	1
  7061	3XMM J005510.8-374834	0305860401	53512.2173	013.79533	-37.80957	 0.153859	 0.416541	-0.172554	-0.648018	-0.832241	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 8.02660616232503e+37	0	1
  7061	3XMM J005510.8-374834	0112800101	51910.5979	013.79530	-37.80970	 0.102132	 0.461950	-0.203154	-0.547764	-0.627867	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 5.90748896966265e+37	0	1
  7061	3XMM J005510.8-374834	0112800201	51904.8153	013.79543	-37.80953	 0.087231	 0.412545	-0.192588	-0.582477	-0.581372	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 5.21369360765843e+37	0	1
  7061	3XMM J005510.8-374834	0656780401	55344.6165	013.79535	-37.80930	 0.048290	 0.410740	-0.146519	-0.480936	-0.662937	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 2.87962268833997e+37	0	1
 29357	3XMM J005510.9-373854	0112800101	51910.5979	013.79539	-37.64848	 0.051386	-0.590064	-0.996450	 0.934144	-0.058679	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 2.22870500725079e+37	0	1
 29357	3XMM J005510.9-373854	0112800201	51904.8153	013.79561	-37.64839	 0.092006	-0.548134	-0.998761	 0.997575	 0.905471	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 4.36497445795066e+37	0	1
 11739	3XMM J005511.2-374101	0305860301	53699.3220	013.79690	-37.68374	 0.010403	 0.230718	-0.152449	-0.302496	-0.665299	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 6.92512100641791e+36	0	1
 11739	3XMM J005511.2-374101	0305860401	53512.2173	013.79656	-37.68375	 0.011831	 0.542811	-0.179780	-0.252555	-0.560730	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 9.22100737575045e+36	0	1
 48722	3XMM J005511.3-374637	0112800101	51910.5979	013.79685	-37.77723	 0.004630	 0.159142	 0.705754	-0.028088	-0.376446	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 3.60853832359775e+36	0	1
 48722	3XMM J005511.3-374637	0112800201	51904.8153	013.79754	-37.77687	 0.003528	 0.246946	 0.877580	-0.640566	 0.257266	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 4.26716818962213e+36	0	1
 52969	3XMM J005511.5-374014	0112800101	51910.5979	013.79781	-37.67077	 0.002101	 0.413188	 0.294530	-0.986537	 0.999061	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 4.52644870055358e+36	0	1
 52969	3XMM J005511.5-374014	0112800201	51904.8153	013.79881	-37.67075	 0.002836	 0.654746	-0.104049	-0.689231	-0.224749	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 1.72729172115275e+36	0	1
  8148	3XMM J005512.2-373823	0305860301	53699.3220	013.80098	-37.63996	 0.003228	 0.834624	 0.005568	-0.368385	-0.302111	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 3.41809478255768e+36	0	1
  8148	3XMM J005512.2-373823	0305860401	53512.2173	013.80145	-37.64012	 0.004277	-0.114197	 0.333299	-0.293416	-0.554186	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 3.44647185329192e+36	0	1
  8148	3XMM J005512.2-373823	0112800101	51910.5979	013.80111	-37.63973	 0.003429	 0.014467	 0.115304	-0.371932	-0.067038	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 3.87327900369984e+36	0	1
  8148	3XMM J005512.2-373823	0112800201	51904.8153	013.80183	-37.64002	 0.002899	 0.333674	-0.330825	-0.408490	 0.481640	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 2.27456176376176e+36	0	1
131657	3XMM J005512.8-373849	0305860301	53699.3220	013.80358	-37.64710	 0.007090	-0.974243	-0.681370	-1.000000	 1.000000	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 3.02085816483281e+36	0	1
 49896	3XMM J005513.8-374758	0305860301	53699.3220	013.80790	-37.79944	 0.004411	-0.412667	 0.722428	 0.344213	 0.236731	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 8.57499351029168e+36	0	1
 49896	3XMM J005513.8-374758	0112800101	51910.5979	013.80771	-37.79991	 0.002833	 0.907233	 0.760175	-0.353539	 0.121572	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 4.39384046616089e+36	0	1
  7281	3XMM J005515.4-374438	0305860301	53699.3220	013.81473	-37.74417	 0.013849	 0.445245	-0.534164	-0.902128	 0.138766	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 5.45215220732443e+36	0	1
  7281	3XMM J005515.4-374438	0305860401	53512.2173	013.81432	-37.74433	 0.014805	 0.714928	-0.664165	-0.671360	-0.321683	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 7.73538609389200e+36	0	1
  7281	3XMM J005515.4-374438	0112800101	51910.5979	013.81478	-37.74424	 0.015328	 0.656383	-0.651469	-1.000000	 1.000000	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 6.07402853763272e+36	0	1
  7281	3XMM J005515.4-374438	0112800201	51904.8153	013.81449	-37.74402	 0.014530	 0.673039	-0.665490	-0.963164	-0.391661	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 6.50163867644943e+36	0	1
  7281	3XMM J005515.4-374438	0656780401	55344.6165	013.81444	-37.74406	 0.015133	 0.564817	-0.713228	-0.443303	 0.055689	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 9.31674958764570e+36	0	1
  7282	3XMM J005517.5-374455	0305860301	53699.3220	013.82315	-37.74861	 0.010146	 0.606746	 0.296884	-0.437877	-0.298541	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 9.83763406958024e+36	0	1
  7282	3XMM J005517.5-374455	0305860401	53512.2173	013.82334	-37.74860	 0.010243	 0.596534	 0.155151	-0.353699	 0.084164	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 1.25040617772915e+37	0	1
  7282	3XMM J005517.5-374455	0112800101	51910.5979	013.82328	-37.74872	 0.009318	 0.661219	 0.216154	-0.409108	-0.534506	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 7.62524253380003e+36	0	1
  7282	3XMM J005517.5-374455	0112800201	51904.8153	013.82338	-37.74874	 0.008096	 0.454605	 0.332646	-0.412565	-0.748014	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 5.07174015388176e+36	0	1
  7282	3XMM J005517.5-374455	0656780401	55344.6165	013.82320	-37.74833	 0.009573	 0.847264	 0.095429	-0.034123	-0.638266	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 8.36672879488797e+36	0	1
 44648	3XMM J005519.4-373503	0305860301	53699.3220	013.83089	-37.58417	 0.002477	 0.626156	 0.723267	-0.349411	 0.141430	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 3.95691216559140e+36	0	1
 44648	3XMM J005519.4-373503	0305860401	53512.2173	013.83149	-37.58434	 0.002410	 1.000000	 0.627603	-0.360576	-0.768273	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 2.36123681903628e+36	0	1
 12241	3XMM J005520.3-374017	0305860301	53699.3220	013.83543	-37.67157	 0.002376	-0.993293	-1.000000	 1.000000	 0.472462	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 1.88074421215800e+36	0	1
 12241	3XMM J005520.3-374017	0305860401	53512.2173	013.83476	-37.67179	 0.002491	-0.999053	 0.989756	 0.774549	 0.323582	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 1.10618702736318e+36	0	1
 12241	3XMM J005520.3-374017	0112800101	51910.5979	013.83461	-37.67136	 0.003750	-1.000000	         	 1.000000	 0.751338	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 2.58640172328130e+36	0	1
 12241	3XMM J005520.3-374017	0112800201	51904.8153	013.83458	-37.67161	 0.003236	-1.000000	 1.000000	 0.937209	 0.674565	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 1.93606737735894e+36	0	1
  8903	3XMM J005520.6-374809	0305860301	53699.3220	013.83627	-37.80310	 0.018390	 0.383670	-0.425597	-0.678734	-0.403093	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 1.12654690677467e+37	0	1
  8903	3XMM J005520.6-374809	0305860401	53512.2173	013.83569	-37.80248	 0.026501	 0.456148	-0.363308	-0.894684	 0.803315	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 1.48711948417877e+37	0	1
  8903	3XMM J005520.6-374809	0112800101	51910.5979	013.83556	-37.80283	 0.019808	 0.385645	-0.434980	-0.855456	-1.000000	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 8.45493439243244e+36	0	1
  8903	3XMM J005520.6-374809	0112800201	51904.8153	013.83584	-37.80291	 0.012388	 0.244907	-0.171517	-0.974574	 0.095221	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 7.09744847531619e+36	0	1
  8903	3XMM J005520.6-374809	0656780401	55344.6165	013.83661	-37.80198	 0.019867	 0.441148	-0.139955	-0.677317	 0.814275	NGC 300    	   88	 8.720000	  7.000000	 9.430000	 9.150000	 0.580000	NGC 0300                	 0.000480	  1.936216	 2.01798230366531e+37	0	1
